	Unnamed: 0	acs_type	mask_typ	mask_seed	mask_dim	bloc	kernel	lr_other	test_ssim	test_psnr	test_loss	test_loss_denorm
48	0	square	uniform	99535	[4, 4]	1	[13, 13]	0.001	0.8934065949516573	36.0155647941273	0.0057138549163937	1.4458659604552263e-10
49	0	no	uniform	99535	[4, 4]	1	[13, 13]	0.001	0.917259166223952	34.798398405880995	0.0044949389994144	1.4157186605731257e-10
50	0	square	uniform	99535	[4, 4]	10	[11, 11]	0.01	4.57603581976542e-08	-28.67272605015075	5113401311232.0	213715.82628927424
51	0	no	uniform	99535	[4, 4]	1	[11, 11]	0.0001	0.7688323809310001	26.63173333951006	0.0284152701497077	1.001936848615262e-09
52	0	square	uniform	99535	[4, 4]	1	[11, 11]	0.0001	0.7810170577634674	31.166983785219585	0.0114756943657994	3.3615515812674916e-10
53	0	square	uniform	99535	[4, 4]	10	[11, 11]	0.001	0.9958788925753034	52.29940386412039	0.0001431407872587	2.746578424468035e-12
54	0	square	uniform	99535	[4, 4]	10	[13, 13]	0.01	1.108238691500198e-07	-21.636511225944737	429241346818048.0	16893773.460565843
55	0	no	uniform	99535	[4, 4]	10	[13, 13]	0.001	0.9873817919426552	44.13319774814841	0.0010651189368218	2.3908580316803947e-11
56	0	no	uniform	99535	[4, 4]	5	[11, 11]	0.0001	0.9579126732050152	40.91131860764054	0.0019696899689733	4.088881252593989e-11
57	0	no	uniform	99535	[4, 4]	5	[13, 13]	0.001	0.9886407337968196	45.028883952343655	0.0007507997797802	1.665235406857383e-11
58	0	square	uniform	99535	[4, 4]	5	[13, 13]	0.001	0.9937195429320448	49.20958832184681	0.0003147982060909	5.542301811248417e-12
59	0	no	uniform	99535	[4, 4]	10	[11, 11]	0.0001	0.9722517146377968	44.22380621501509	0.0013756303815171	2.385240638673105e-11
60	0	no	uniform	99535	[4, 4]	10	[13, 13]	0.01	4.69101853179801e-07	-91.89692052104247	1.4192544409714688e+16	627607146.0560589
61	0	square	uniform	99535	[4, 4]	5	[11, 11]	0.0001	0.9887352157898638	48.27689635858648	0.0004388548550195	7.372802142688523e-12
62	0	no	uniform	99535	[4, 4]	1	[13, 13]	0.0001	0.7835079767835353	27.71870030814685	0.0255977641791105	8.922266658108926e-10
63	0	square	uniform	99535	[4, 4]	1	[13, 13]	0.0001	0.7995439816712324	31.899442728376314	0.0108169354498386	3.1613188587607427e-10
64	0	no	random	47879	[4, 4]	1	[11, 11]	0.01	0.8173660480660234	31.94849679935601	0.0158989876508712	2.7758072700305545e-10
65	0	square	random	47879	[4, 4]	1	[11, 11]	0.01	0.82030080333629	33.25602554202484	0.0106641324236989	2.2264543351526812e-10
66	0	square	uniform	99535	[4, 4]	10	[11, 11]	0.0001	0.989995735530842	48.84863610786644	0.0003814465890172	6.184927373427183e-12
67	0	no	random	47879	[4, 4]	5	[11, 11]	0.01	0.237463086437599	10.3165082963348	1.767595887184143	3.8343141776163795e-08
68	0	no	random	47879	[4, 4]	10	[11, 11]	0.01	3.694909385462659e-07	-93.8773753788684	2.37124607541248e+16	971793980.0824052
69	0	no	uniform	99535	[4, 4]	10	[13, 13]	0.0001	0.9611202203270968	43.05465035359399	0.0017478151712566	2.852202064363176e-11
70	0	square	random	47879	[4, 4]	5	[11, 11]	0.01	0.4167770841256502	16.44429075998041	0.4603386521339416	8.904170802087493e-09
71	0	no	uniform	99535	[4, 4]	5	[13, 13]	0.0001	0.9525956944423511	40.765206422571474	0.0021954029798507	4.177647278252952e-11
72	0	square	uniform	99535	[4, 4]	5	[13, 13]	0.0001	0.9777225405324232	45.52167952959224	0.0008908066083677	1.4633892218917608e-11
73	0	square	uniform	99535	[4, 4]	10	[13, 13]	0.001	0.9931861675490996	48.547437221253	0.0003258674987591	6.229895885219133e-12
74	0	no	random	47879	[4, 4]	1	[13, 13]	0.01	0.8321679792781962	32.836303495319335	0.0136604150757193	2.3299064106876786e-10
75	0	square	random	47879	[4, 4]	1	[13, 13]	0.01	0.82878487890775	33.71641247609074	0.0111464075744152	2.1158109455622148e-10
76	0	square	random	47879	[4, 4]	1	[11, 11]	0.001	0.8205130948188418	33.07295233044969	0.0099300136789679	2.2551979230382886e-10
77	0	no	random	47879	[4, 4]	1	[11, 11]	0.001	0.8158644961165387	31.53506575565085	0.0166521370410919	2.8994060741847406e-10
78	0	no	random	47879	[4, 4]	5	[11, 11]	0.001	0.990871929544612	48.18748158273371	0.0005104836309328	8.100854049911985e-12
79	0	square	random	47879	[4, 4]	10	[11, 11]	0.01	6.675256649607799e-07	-19.5304777348599	11949528064.0	467.8555024461444
80	0	no	random	47879	[4, 4]	1	[13, 13]	0.001	0.8338813352520248	32.38623904935952	0.0146415121853351	2.5842555562944304e-10
81	0	no	random	47879	[4, 4]	10	[13, 13]	0.01	1.153924420076623e-07	-90.22364682853038	1.8273148814229504e+16	725850209.8802232
82	0	square	random	47879	[4, 4]	5	[13, 13]	0.01	0.1551417690057526	2.6381030834322834	6.688652992248535	1.9400986777449418e-07
83	0	square	random	47879	[4, 4]	5	[11, 11]	0.001	0.9946283213127564	50.49784310609777	0.000221317706746	3.4691665006943416e-12
84	0	no	random	47879	[4, 4]	5	[13, 13]	0.01	0.2226388264766664	8.232311500709548	2.320032358169556	5.605929642966216e-08
85	0	square	uniform	99535	[4, 4]	10	[13, 13]	0.0001	0.9792323311598966	46.41822574772928	0.0007870605331845	1.2340022079673469e-11
86	0	square	random	47879	[4, 4]	1	[13, 13]	0.001	0.8433385498239865	34.07437466529261	0.0086832782253623	1.9743690909288503e-10
87	0	square	random	47879	[4, 4]	10	[11, 11]	0.001	0.9960157517440398	53.26656950670795	0.0001339655573247	2.0926820525446312e-12
88	0	square	random	47879	[4, 4]	1	[11, 11]	0.0001	0.7726891898365871	30.23267404682437	0.0167037360370159	4.2848101489956686e-10
89	0	no	random	47879	[4, 4]	1	[11, 11]	0.0001	0.6761629963863182	26.66218959178604	0.0450344048440456	9.304879963460105e-10
90	0	no	random	47879	[4, 4]	10	[11, 11]	0.001	0.9920981161371046	49.62982552741288	0.0004057906626258	5.492866536378118e-12
91	0	square	random	47879	[4, 4]	10	[13, 13]	0.01	1.765818415658193e-07	-29.413946261718998	964114729926656.0	39623907.74764457
92	0	no	random	47879	[4, 4]	5	[13, 13]	0.001	0.9908337959037304	47.33585364996805	0.0005970189231447	9.503873623147715e-12
93	0	no	random	47879	[4, 4]	5	[11, 11]	0.0001	0.9640505356846184	44.025626896514936	0.0014077215455472	2.132266033644457e-11
94	0	no	random	47879	[4, 4]	1	[13, 13]	0.0001	0.6978614889819845	27.54320921769613	0.0408252365887165	8.471182032921802e-10
95	0	square	random	47879	[4, 4]	1	[13, 13]	0.0001	0.7836809724730623	30.77110087136052	0.0158409215509891	4.0334174915195956e-10
96	0	square	random	47879	[4, 4]	5	[11, 11]	0.0001	0.987714026715954	48.00867682735579	0.000462218071334	6.933735516615971e-12
97	0	square	random	47879	[4, 4]	5	[13, 13]	0.001	0.9941285278495264	50.18932970576358	0.0003077345609199	4.9015934361736376e-12
98	0	no	random	47879	[4, 4]	5	[13, 13]	0.0001	0.9631496679644626	43.83709761326212	0.0014760708436369	2.1447194215138097e-11
99	0	no	random	36734	[4, 4]	1	[11, 11]	0.01	0.7950364569226558	30.73131150174747	0.0147130126133561	3.3621112571952256e-10
100	0	square	random	36734	[4, 4]	1	[11, 11]	0.01	0.8088032775595945	32.06952142759167	0.0112506365403532	2.7502409576305074e-10
101	0	square	random	47879	[4, 4]	10	[11, 11]	0.0001	0.9915742962714438	50.11089529955222	0.0003259510558564	4.484736249112801e-12
102	0	square	random	47879	[4, 4]	5	[13, 13]	0.0001	0.9753871108351836	45.66873225075956	0.0009297207579948	1.3763483489441586e-11
103	0	no	random	47879	[4, 4]	10	[13, 13]	0.0001	0.9707006406992852	45.779092440719005	0.0011065006256103	1.4145826519961916e-11
104	0	square	random	36734	[4, 4]	5	[11, 11]	0.01	0.6081049855192576	24.485112231388563	0.0771497264504432	1.523556216613318e-09
105	0	no	random	47879	[4, 4]	10	[11, 11]	0.0001	0.9742136037444314	45.86117625086204	0.0010516592301428	1.3584727058032371e-11
106	0	no	random	36734	[4, 4]	1	[13, 13]	0.01	0.8223983273026879	31.658747041253477	0.012075294740498	2.7910640031048816e-10
107	0	square	random	36734	[4, 4]	1	[13, 13]	0.01	0.8081258632630903	32.601384317783754	0.0112277111038565	2.5631092785359475e-10
108	0	no	random	36734	[4, 4]	5	[11, 11]	0.01	0.3609435717401262	15.850861384854342	0.565352201461792	1.0316119640296702e-08
109	0	no	random	47879	[4, 4]	10	[13, 13]	0.001	0.9857477962873864	42.67935571740874	0.0011002128012478	1.967044570706352e-11
110	0	square	random	47879	[4, 4]	10	[13, 13]	0.001	0.9942643728998604	50.06797348473205	0.0002895258076023	4.4178633975908585e-12
111	0	square	random	36734	[4, 4]	1	[11, 11]	0.001	0.808350277437185	31.96340692329043	0.0107044819742441	2.8536380613388717e-10
112	0	square	random	47879	[4, 4]	10	[13, 13]	0.0001	0.9802114286059522	47.25769861742893	0.0007494208402931	1.0396129628935546e-11
113	0	square	random	36734	[4, 4]	10	[11, 11]	0.01	1.1061633187596649e-07	-33.10876233983357	1.0250838173810688e+16	410791446.5054987
114	0	no	random	36734	[4, 4]	1	[13, 13]	0.001	0.7923148044029926	29.95399234282141	0.0161672662943601	4.2043892822743884e-10
115	0	no	random	36734	[4, 4]	10	[11, 11]	0.01	1.1050391052686844e-09	-78.10961794250164	1.1948544256638976e+16	469627120.3681309
116	0	square	random	36734	[4, 4]	1	[13, 13]	0.001	0.8249032793476573	32.73666824831839	0.0094816200435161	2.5370512324389524e-10
117	0	no	random	36734	[4, 4]	5	[13, 13]	0.01	0.14383507017102	1.2713749702334467	8.977947235107422	2.731978830369547e-07
118	0	no	random	36734	[4, 4]	10	[13, 13]	0.01	1.0587519648216136e-05	-91.42011718402144	2356532477952.0	96892.65279308124
119	0	no	random	36734	[4, 4]	5	[11, 11]	0.001	0.9868099707090509	45.04419783841834	0.0008453503833152	1.4961307452993136e-11
120	0	no	random	36734	[4, 4]	1	[11, 11]	0.0001	0.611960069355808	24.3597672497693	0.0636135190725326	1.7472827196081047e-09
121	0	square	random	36734	[4, 4]	1	[11, 11]	0.0001	0.7646971643044035	29.8580895691387	0.0171078816056251	4.887854242324454e-10
122	0	square	random	36734	[4, 4]	10	[11, 11]	0.001	0.9949600049619572	51.49879416726581	0.0001686770119704	3.0504331365533788e-12
123	0	square	random	36734	[4, 4]	5	[11, 11]	0.001	0.9929824258822496	48.531746890221896	0.0003132023266516	5.579692460762061e-12
124	0	no	random	36734	[4, 4]	5	[13, 13]	0.001	0.9884811275330748	45.721539538195984	0.0007368499063886	1.3990070775948375e-11
125	0	square	random	36734	[4, 4]	5	[13, 13]	0.001	0.9916102418071908	47.26414496210077	0.0005151739460416	9.219631532855855e-12
126	0	no	random	36734	[4, 4]	1	[13, 13]	0.0001	0.6290290993610742	25.256490541564595	0.057187408208847	1.589758764278188e-09
127	0	no	random	36734	[4, 4]	5	[11, 11]	0.0001	0.9609296172824192	42.83992461964313	0.0016333759995177	2.8369451216052297e-11
128	0	square	random	36734	[4, 4]	1	[13, 13]	0.0001	0.7731170053684678	30.37891493694839	0.0159026477485895	4.5136578113790474e-10
129	0	no	random	36734	[4, 4]	10	[11, 11]	0.0001	0.9702507247836248	44.53755109080208	0.0011944745201617	1.7846232061450648e-11
130	0	square	random	36734	[4, 4]	5	[11, 11]	0.0001	0.9853590144392412	46.51964434644684	0.0005853041657246	1.0558651114218744e-11
131	0	square	random	36734	[4, 4]	5	[13, 13]	0.0001	0.9753604420708344	44.7390158352484	0.0009881218429654	1.755544427259757e-11
132	0	no	random	48636	[4, 4]	1	[11, 11]	0.01	0.760216195384703	30.46331900717649	0.0188475586473941	3.9296088524457055e-10
133	0	square	random	36734	[4, 4]	10	[13, 13]	0.01	1.136382248716272e-07	-25.46537105663189	8810808117035008.0	347742161.4299662
134	0	square	random	48636	[4, 4]	1	[11, 11]	0.01	0.8122381382091092	32.854972330925825	0.0106498813256621	2.3307875973624156e-10
135	0	no	random	36734	[4, 4]	10	[13, 13]	0.001	0.9865712874647554	43.83300507773672	0.000934142677579	1.705901927270991e-11
136	0	no	random	36734	[4, 4]	5	[13, 13]	0.0001	0.9599108738563022	43.129066592177736	0.0016209668247029	2.7175650469267358e-11
137	0	no	random	48636	[4, 4]	1	[13, 13]	0.01	0.7880412423376557	31.191826499899435	0.0151777490973472	3.2742973003709363e-10
138	0	square	random	48636	[4, 4]	1	[13, 13]	0.01	0.8320346950346993	33.688406306341065	0.0113929258659482	2.2347843849795288e-10
139	0	square	random	36734	[4, 4]	10	[11, 11]	0.0001	0.9900617790049284	48.76768005157118	0.0003738440282177	6.091035802640518e-12
140	0	no	random	48636	[4, 4]	5	[11, 11]	0.01	0.4775415057026261	20.47592374774289	0.1972977072000503	3.682799305660595e-09
141	0	square	random	36734	[4, 4]	10	[13, 13]	0.0001	0.9814284219720064	46.49863339392339	0.000722853350453	1.176839505817062e-11
142	0	no	random	48636	[4, 4]	10	[11, 11]	0.01	4.587465817158496e-06	-87.4566175400974	2759620640636928.0	110241210.78526343
143	0	no	random	48636	[4, 4]	1	[11, 11]	0.001	0.7567087637512966	29.65980948713909	0.019466545432806	4.368177304350007e-10
144	0	square	random	36734	[4, 4]	10	[13, 13]	0.001	0.9924208152896368	47.89618407747973	0.0003754863864742	6.460626557963533e-12
145	0	square	random	48636	[4, 4]	1	[11, 11]	0.001	0.8169439788332505	32.82811095787957	0.0099237663671374	2.3505827110957316e-10
146	0	no	random	36734	[4, 4]	10	[13, 13]	0.0001	0.970032279957498	44.89215249108311	0.0011920238612219	1.703357549729459e-11
147	0	no	random	48636	[4, 4]	1	[13, 13]	0.001	0.7856086183750904	30.947205843779145	0.0164838284254074	3.7352594748737044e-10
148	0	square	random	48636	[4, 4]	10	[11, 11]	0.01	1.0726305545966137e-07	-26.48950120670627	13009761075200.0	519251.4567503636
149	0	square	random	48636	[4, 4]	1	[13, 13]	0.001	0.8392393214532362	33.9111793987278	0.0086585814133286	2.0415432244693102e-10
150	0	no	random	48636	[4, 4]	5	[11, 11]	0.001	0.9908221505249992	47.4109557243493	0.0005435308557935	8.680479599463575e-12
151	0	square	random	48636	[4, 4]	5	[11, 11]	0.001	0.995501507526739	50.99316100408929	0.0001988468866329	3.2157696485556404e-12
152	0	no	random	48636	[4, 4]	1	[11, 11]	0.0001	0.6298356250575922	24.92726179231054	0.0508916042745113	1.3011750584923132e-09
153	0	square	random	48636	[4, 4]	5	[13, 13]	0.001	0.9930440142740868	48.85952074762678	0.0004009905969724	6.5144931219687904e-12
154	0	square	random	48636	[4, 4]	1	[11, 11]	0.0001	0.7750317508821954	30.43626925952171	0.0156513191759586	4.1276291160225693e-10
155	0	square	random	48636	[4, 4]	10	[13, 13]	0.001	0.9935998342365848	48.24292681338372	0.0003358534595463	5.920562358127208e-12
156	0	no	random	48636	[4, 4]	5	[11, 11]	0.0001	0.9691937548928432	44.88077674678047	0.0012489085784181	1.889964734719443e-11
157	0	square	random	48636	[4, 4]	1	[13, 13]	0.0001	0.7815623997486886	30.876035335994764	0.0148043511435389	3.892365001864576e-10
158	0	no	random	48636	[4, 4]	1	[13, 13]	0.0001	0.6560434741150031	25.899569829202168	0.0448410511016845	1.1608884666293843e-09
159	0	square	random	48636	[4, 4]	5	[11, 11]	0.0001	0.9893636337512294	48.64876553632368	0.0003814567462541	6.0311602821337785e-12
160	0	no	random	48636	[4, 4]	10	[11, 11]	0.0001	0.974633911636018	45.91158088427102	0.0009943437762558	1.3181952715890556e-11
161	0	no	random	59566	[4, 4]	1	[11, 11]	0.01	0.8336860714570112	33.19065632329184	0.0102627100422978	2.1812759778958983e-10
162	0	square	random	59566	[4, 4]	1	[11, 11]	0.01	0.8238637875074327	33.6257546558934	0.0091887908056378	1.9902435799869378e-10
163	0	square	random	59566	[4, 4]	1	[13, 13]	0.01	0.8426695012457797	34.2316350724725	0.0098479082807898	1.9400147889789601e-10
164	0	no	random	59566	[4, 4]	10	[11, 11]	0.01	1.1466589525497415e-07	-83.55567419225386	2977907521617920.0	122538017.1473172
165	0	square	random	59566	[4, 4]	5	[11, 11]	0.01	0.5024841035863182	19.98872858861335	0.2227106690406799	4.1642014416591506e-09
166	0	square	random	59566	[4, 4]	10	[11, 11]	0.01	1.3299778243200728e-07	-21.815943085529867	1.031480419549184e+16	402510068.3562471
167	0	square	random	48636	[4, 4]	10	[11, 11]	0.0001	0.9920159061237342	50.40643728352487	0.0002845019043888	4.148528956004995e-12
168	0	no	random	48636	[4, 4]	5	[13, 13]	0.0001	0.9675430625998352	44.68007402791492	0.0012725434498861	1.892639021705581e-11
169	0	no	random	48636	[4, 4]	10	[13, 13]	0.001	0.9903321591340216	45.71435067393835	0.0006810488412156	1.0634662811920482e-11
170	0	no	random	59566	[4, 4]	1	[11, 11]	0.001	0.8222477992421853	32.16634301807795	0.0115644950419664	2.7039277436300903e-10
171	0	square	random	59566	[4, 4]	1	[11, 11]	0.001	0.8364651905467491	33.92673792920313	0.0084266066551208	1.9517805022147344e-10
172	0	square	random	59566	[4, 4]	5	[13, 13]	0.01	3.123525774364485e-07	-26.892236196403164	2444551424.0	97.5400418109959
173	0	no	random	59566	[4, 4]	5	[11, 11]	0.001	0.9906141638781946	47.75264049687445	0.0005830420996062	9.204975689495746e-12
174	0	no	random	59566	[4, 4]	1	[13, 13]	0.001	0.8421309303818502	33.13136912973977	0.0098326141014695	2.3241912844885454e-10
175	0	no	random	59566	[4, 4]	5	[13, 13]	0.01	0.038552920760606	-11.528256376112346	154.30532836914062	5.768797617110498e-06
176	0	no	random	59566	[4, 4]	10	[13, 13]	0.01	4.248665903700869e-06	-88.40309506340952	1.53386435477504e+16	596500302.056259
177	0	square	random	59566	[4, 4]	1	[13, 13]	0.001	0.8607891132642138	35.10742203866744	0.0072598699480295	1.6830617375783074e-10
178	0	no	random	59566	[4, 4]	10	[11, 11]	0.001	0.9912541318802944	48.599455695128185	0.0004478931368794	7.0296261431597895e-12
179	0	square	random	59566	[4, 4]	5	[11, 11]	0.001	0.9958969544616316	52.4181251281788	0.000174311819137	2.6612202398616568e-12
180	0	no	random	59566	[4, 4]	1	[11, 11]	0.0001	0.6986283837583723	27.090995082336327	0.0335192568600177	8.600909837993817e-10
181	0	no	random	48636	[4, 4]	10	[13, 13]	0.0001	0.9731186620207812	46.16254242423842	0.0010299533605575	1.3316757823303595e-11
182	0	square	random	59566	[4, 4]	1	[11, 11]	0.0001	0.7826550727179832	30.558854527546615	0.0155336344614624	4.080850462108592e-10
183	0	no	random	59566	[4, 4]	5	[11, 11]	0.0001	0.9593596810393468	43.39268706888846	0.0015412747161462	2.4963419990378016e-11
184	0	no	random	59566	[4, 4]	5	[13, 13]	0.001	0.9898980106382732	46.91840109345617	0.0006530492100864	1.0795306796470678e-11
185	0	no	random	59566	[4, 4]	1	[13, 13]	0.0001	0.7235630052810434	28.10298333691261	0.0298339556902647	7.59540293839737e-10
186	0	square	random	59566	[4, 4]	10	[11, 11]	0.001	0.9962153381635296	53.830321589114135	0.0001133082914748	1.8031296973201261e-12
187	0	square	random	59566	[4, 4]	1	[13, 13]	0.0001	0.7939710228810214	31.153193559631266	0.0147219263017177	3.848684800765003e-10
188	0	no	random	59566	[4, 4]	10	[13, 13]	0.001	0.9884509759189872	44.30925889891952	0.0010487074032425	1.8628746352858196e-11
189	0	square	random	59566	[4, 4]	5	[13, 13]	0.001	0.9938588368648044	49.014439092780286	0.0003134476428385	5.300442054571759e-12
190	0	square	random	59566	[4, 4]	5	[11, 11]	0.0001	0.9895145622547395	48.87055041234953	0.0003864263417199	5.800189953326301e-12
191	0	square	random	59566	[4, 4]	10	[13, 13]	0.01	6.999076979151653e-08	-23.503943014430885	9433400670683136.0	380738368.94602334
192	0	no	random	44826	[4, 4]	1	[11, 11]	0.01	0.8204636283703645	31.71156405490372	0.0152879236266016	3.1243214058175333e-10
193	0	square	random	59566	[4, 4]	10	[11, 11]	0.0001	0.991633692680365	50.19029256533863	0.0003019760479219	4.293261631665024e-12
194	0	square	random	44826	[4, 4]	1	[11, 11]	0.01	0.8078894018940135	32.81590306832943	0.012292206287384	2.5895001809383275e-10
195	0	square	random	59566	[4, 4]	10	[13, 13]	0.001	0.99350516911229	48.86640533341335	0.0003260729135945	5.819130954151682e-12
196	0	square	random	44826	[4, 4]	5	[11, 11]	0.01	0.3737656240927747	14.371927854152291	0.6568233966827393	1.3860233159483909e-08
197	0	square	random	59566	[4, 4]	5	[13, 13]	0.0001	0.9768851906945007	46.01633801810345	0.0007982141105458	1.2005885990544199e-11
