	Unnamed: 0	mask_dim	acs_type	acc	bloc	kernel	std_noise	lr_mask	lr_other	test_ssim	test_psnr	test_loss	test_loss_denorm
147	0	[121, 145]	square	0.25	1	[11, 11]	0.05	0.0001	0.01	0.7391280476393077	28.83318447422695	0.0224087964743375	4.293557612967072e-10
148	0	[121, 145]	square	0.25	1	[11, 11]	0.05	0.0001	0.0001	0.8321651553492057	32.75902616863925	0.0068809245713055	1.715960443723331e-10
149	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.01	0.01	0.4502609535427917	17.048099314926176	0.1879950761795044	7.018075914472183e-09
150	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.01	0.001	0.5039368313001632	19.53524414082317	0.1292382180690765	4.493724272960912e-09
151	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.01	0.001	0.7466538333181911	28.882146834720853	0.0231279581785202	6.720276159653703e-10
152	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.01	0.0001	0.7261912227759701	27.813398152657047	0.0291220471262931	9.256767897483967e-10
153	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.001	0.001	0.7130057871741975	27.689761349934567	0.0296577960252761	8.077171764565556e-10
154	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.01	0.0001	0.3806243025177405	16.979896737482456	0.2877510488033294	1.0091620445757832e-08
155	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.001	0.01	0.528771781632728	18.68932448607672	0.1330360770225525	4.765953890552576e-09
156	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.001	0.0001	0.4812813760712943	20.20147013285285	0.1304627954959869	4.2674127284087574e-09
157	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.001	0.01	0.7678314737245245	30.127225853021827	0.0222507715225219	5.51608192648068e-10
158	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.01	0.01	0.7287409227320126	28.370430156389247	0.0307418294250965	8.32912053691833e-10
159	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.001	0.001	0.8090066058036377	31.542837487616243	0.0127530759200453	3.4666255593778984e-10
160	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.0001	0.01	0.4535592497936407	17.454665983949333	0.1849457919597625	6.453434400801768e-09
161	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.0001	0.0001	0.752185521468193	28.59859679556638	0.0210880525410175	4.665516554706371e-10
162	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.001	0.0001	0.7612233647583904	29.54030447630513	0.0192137602716684	5.734061290132151e-10
163	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.0001	0.01	0.7654021720953079	30.04240110210474	0.0191316157579422	4.347093064919464e-10
164	0	[121, 145]	no	0.25	1	[13, 13]	0.0175	0.0001	0.001	0.5958882020954094	22.49613478197925	0.0832509547472	2.315410677111537e-09
165	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.0001	0.001	0.7993013436630846	31.571040424300158	0.0112272910773754	2.7330338872060686e-10
166	0	[121, 145]	square	0.25	1	[13, 13]	0.05	0.01	0.01	0.7650095840474436	29.73827821827072	0.0241399575024843	6.30008287826049e-10
167	0	[121, 145]	square	0.25	1	[13, 13]	0.0175	0.0001	0.0001	0.8119637339535897	31.71686679970913	0.0107105914503335	2.9398812787625537e-10
168	0	[121, 145]	square	0.25	1	[13, 13]	0.05	0.01	0.001	0.7937756216443805	30.92650334047386	0.0158292241394519	4.315893002480158e-10
169	0	[121, 145]	no	0.25	1	[13, 13]	0.05	0.01	0.001	0.5869439421425986	21.00195668454532	0.0961560606956482	3.293677827138074e-09
170	0	[121, 145]	no	0.25	1	[13, 13]	0.05	0.01	0.0001	0.4324727578870898	17.59883249113955	0.2141549885272979	7.66680096141604e-09
171	0	[121, 145]	square	0.25	1	[13, 13]	0.05	0.01	0.0001	0.7208451117089432	27.75765178253043	0.0293858591467142	9.282516204862885e-10
172	0	[121, 145]	no	0.25	1	[13, 13]	0.05	0.01	0.01	0.4640117561975726	17.32090500965389	0.1845489591360092	6.706105047087997e-09
173	0	[121, 145]	no	0.25	1	[13, 13]	0.05	0.001	0.0001	0.5585932131703123	21.80163405281648	0.0928593575954437	2.902869437050824e-09
174	0	[121, 145]	no	0.25	1	[13, 13]	0.05	0.001	0.001	0.6922925207835684	26.30644002657114	0.0397472903132438	1.1810196345994275e-09
175	0	[121, 145]	no	0.25	1	[13, 13]	0.05	0.001	0.01	0.5497410955270893	19.8720153786544	0.1231462210416793	4.230743040500292e-09
176	0	[121, 145]	square	0.25	1	[13, 13]	0.05	0.001	0.01	0.76191277986696	29.845209779711123	0.0215768404304981	5.472050815559343e-10
177	0	[121, 145]	square	0.25	1	[13, 13]	0.05	0.001	0.001	0.8138424181019362	31.890154378165697	0.0113274501636624	3.1247438258603117e-10
